Row ID,Issue shape,Persona,Expected value (ground truth),Round1 reply,Round2 reply,Round3 reply,Resolution round,Final workflow status
R009521,placeholder,slow-partial,"Confirmed per supplier declaration for substance concentration (in %), evidence on file.",N/A,"Confirmed per supplier declaration for substance concentration (in %), evidence on file.",,2,Closed
R009524,wrong-option,slow-partial,"Confirmed per supplier declaration for additional information
source of the recycled material (e.g., post-industrial vs. post consumer), type of recycling (e.g., mechanical), type of certification (e.g., iscc, mass balanced), measuring method, etc., evidence on file.",Unknown / not specified,"Confirmed per supplier declaration for additional information
source of the recycled material (e.g., post-industrial vs. post consumer), type of recycling (e.g., mechanical), type of certification (e.g., iscc, mass balanced), measuring method, etc., evidence on file.",,2,Closed
R009525,wrong-option,slow-partial,"Confirmed per supplier declaration for substance concentration (in %), evidence on file.",Unknown / not specified,"Confirmed per supplier declaration for substance concentration (in %), evidence on file.",,2,Closed
R009528,blank,slow-partial,"Confirmed per supplier declaration for additional information
source of the recycled material (e.g., post-industrial vs. post consumer), type of recycling (e.g., mechanical), type of certification (e.g., iscc, mass balanced), measuring method, etc., evidence on file.","Working on gathering this, will confirm shortly.","Confirmed per supplier declaration for additional information
source of the recycled material (e.g., post-industrial vs. post consumer), type of recycling (e.g., mechanical), type of certification (e.g., iscc, mass balanced), measuring method, etc., evidence on file.",,2,Closed
R009535,vague-freetext,slow-partial,Last 6 years + current year,"Yes, compliant.",Last 6 years + current year,,2,Closed
R009537,wrong-format,slow-partial,See attached documentation,123,See attached documentation,,2,Closed
R009540,stale,slow-partial,See attached documentation,See attached documentation,See attached documentation,,2,Closed
R009541,blank,slow-partial,See attached documentation,"Working on gathering this, will confirm shortly.",See attached documentation,,2,Closed
R009550,vague-freetext,slow-partial,ISO country list,"Yes, compliant.",ISO country list,,2,Closed
R009559,wrong-option,cooperative,Material declaration,Material declaration,,,1,Closed
R009560,stale,cooperative,Listed,Listed,,,1,Closed
R009563,blank,cooperative,Presumption (without evidence),Presumption (without evidence),,,1,Closed
R009566,stale,cooperative,Presumption (without evidence),Presumption (without evidence),,,1,Closed
R009569,vague-freetext,cooperative,Material declaration,Material declaration,,,1,Closed
R009576,blank,cooperative,Not Compliant,Not Compliant,,,1,Closed
R009586,stale,cooperative,"Confirmed per supplier declaration for declaration of comformidity, evidence on file.","Confirmed per supplier declaration for declaration of comformidity, evidence on file.",,,1,Closed
R009588,stale,cooperative,Complaint,Complaint,,,1,Closed
R009589,stale,cooperative,"Confirmed per supplier declaration for declaration of comformidity, evidence on file.","Confirmed per supplier declaration for declaration of comformidity, evidence on file.",,,1,Closed
R009592,stale,cooperative,"Confirmed per supplier declaration for if yes, please list all inlcuded halogens with their cas numbers and concentrations:, evidence on file.","Confirmed per supplier declaration for if yes, please list all inlcuded halogens with their cas numbers and concentrations:, evidence on file.",,,1,Closed
R009598,wrong-option,cooperative,Complaint,Complaint,,,1,Closed
R009608,wrong-option,cooperative,"Confirmed per supplier declaration for please list all included antimony compounds with their cas numbers and concentrations:, evidence on file.","Confirmed per supplier declaration for please list all included antimony compounds with their cas numbers and concentrations:, evidence on file.",,,1,Closed
R009609,wrong-format,cooperative,Supplier declaration and material declaration,Supplier declaration and material declaration,,,1,Closed
R009610,vague-freetext,cooperative,No,No,,,1,Closed
R009611,placeholder,cooperative,"Confirmed per supplier declaration for please list all included silicone compounds with their cas numbers and concentrations:, evidence on file.","Confirmed per supplier declaration for please list all included silicone compounds with their cas numbers and concentrations:, evidence on file.",,,1,Closed
R009617,vague-freetext,cooperative,"Confirmed per supplier declaration for if yes, which particle size?
please list the particle size of the nano substance:, evidence on file.","Confirmed per supplier declaration for if yes, which particle size?
please list the particle size of the nano substance:, evidence on file.",,,1,Closed
R009622,placeholder,cooperative,Not Compliant,Not Compliant,,,1,Closed
R009623,wrong-format,cooperative,"Confirmed per supplier declaration for declaration of comformidity, evidence on file.","Confirmed per supplier declaration for declaration of comformidity, evidence on file.",,,1,Closed
R009627,wrong-option,cooperative,Presumption (without evidence),Presumption (without evidence),,,1,Closed
R009628,placeholder,cooperative,Not Affected,Not Affected,,,1,Closed
R009633,blank,cooperative,This product does contain GADSL listet substances,This product does contain GADSL listet substances,,,1,Closed
R009635,wrong-option,cooperative,Material declaration,Material declaration,,,1,Closed
R009637,vague-freetext,cooperative,Does not contain substances listed in California Proposition 65,Does not contain substances listed in California Proposition 65,,,1,Closed
R009645,wrong-option,cooperative,Complaint,Complaint,,,1,Closed
R009652,placeholder,cooperative,"Confirmed per supplier declaration for please state eu foodlaw status of your product incl. the relevant paragpraph, evidence on file.","Confirmed per supplier declaration for please state eu foodlaw status of your product incl. the relevant paragpraph, evidence on file.",,,1,Closed
R009654,wrong-format,cooperative,Exempt,Exempt,,,1,Closed
R009655,blank,cooperative,"Confirmed per supplier declaration for please state foodlaw status of your product incl. the relevant us fda paragpraph, evidence on file.","Confirmed per supplier declaration for please state foodlaw status of your product incl. the relevant us fda paragpraph, evidence on file.",,,1,Closed
R009657,wrong-option,cooperative,Complaint,Complaint,,,1,Closed
R009661,placeholder,cooperative,"Confirmed per supplier declaration for substance, evidence on file.","Confirmed per supplier declaration for substance, evidence on file.",,,1,Closed
R009662,wrong-option,cooperative,Supplier declaration and laboratory analysis,Supplier declaration and laboratory analysis,,,1,Closed
R009663,wrong-option,cooperative,Exempt,Exempt,,,1,Closed
R009664,blank,cooperative,"Confirmed per supplier declaration for substance, evidence on file.","Confirmed per supplier declaration for substance, evidence on file.",,,1,Closed
R009666,placeholder,cooperative,Not Compliant,Not Compliant,,,1,Closed
R009670,vague-freetext,cooperative,"Confirmed per supplier declaration for substance, evidence on file.","Confirmed per supplier declaration for substance, evidence on file.",,,1,Closed
R009672,wrong-option,cooperative,Complaint,Complaint,,,1,Closed
R009674,vague-freetext,cooperative,Supplier declaration,Supplier declaration,,,1,Closed
R009688,wrong-option,cooperative,"Confirmed per supplier declaration for substance, evidence on file.","Confirmed per supplier declaration for substance, evidence on file.",,,1,Closed
R009690,vague-freetext,cooperative,Complaint,Complaint,,,1,Closed
R009691,wrong-option,cooperative,"Confirmed per supplier declaration for substance, evidence on file.","Confirmed per supplier declaration for substance, evidence on file.",,,1,Closed
R009692,blank,cooperative,Material declaration and laboratory ananlysis,Material declaration and laboratory ananlysis,,,1,Closed
R009694,wrong-format,cooperative,"Confirmed per supplier declaration for substance, evidence on file.","Confirmed per supplier declaration for substance, evidence on file.",,,1,Closed
R009697,vague-freetext,cooperative,"Confirmed per supplier declaration for cas no. , evidence on file.","Confirmed per supplier declaration for cas no. , evidence on file.",,,1,Closed
